2.102653980255126953e-01,0
1.562155008316040039e+00,2
-1.651362538337707520e+00,1
8.261835575103759766e-01,0
1.166912794113159180e+00,0
1.298241376876831055e+00,0
-8.616328239440917969e-01,0
1.203928709030151367e+00,2
9.932863712310791016e-01,0
-2.703340053558349609e+00,1
1.920239925384521484e-01,1
8.507077693939208984e-01,2
-2.471257209777832031e+00,1
5.978419780731201172e-01,0
-1.255438923835754395e+00,1
9.538996219635009766e-01,0
-2.953514575958251953e+00,1
2.980492353439331055e+00,2
2.466365575790405273e+00,2
-9.889173507690429688e-01,0
3.017943143844604492e+00,0
1.981063604354858398e+00,2
2.294363260269165039e+00,1
2.194024801254272461e+00,2
1.512224912643432617e+00,0
2.583385705947875977e+00,2
2.638423204421997070e+00,1
-1.281420826911926270e+00,1
1.422854185104370117e+00,2
-2.756397247314453125e+00,0
9.146568775177001953e-01,0
-3.104593038558959961e+00,0
-2.463465213775634766e+00,1
5.621552467346191406e-01,2
3.693799972534179688e-01,0
-2.707116603851318359e-01,0
-2.941318273544311523e+00,1
-2.591116428375244141e-01,0
1.097688436508178711e+00,2
2.066677331924438477e+00,0
2.189223051071166992e+00,0
-2.990811824798583984e+00,0
2.204269647598266602e+00,0
-1.106404542922973633e+00,0
1.027003049850463867e+00,0
1.729196310043334961e+00,2
-2.931559562683105469e+00,0
3.053703546524047852e+00,2
-2.691039085388183594e+00,1
2.927367925643920898e+00,2
1.445886373519897461e+00,2
2.597835063934326172e-01,0
-1.220588803291320801e+00,0
-7.091357707977294922e-01,0
1.813067197799682617e+00,0
-1.695455551147460938e+00,2
3.027795076370239258e+00,2
1.664264202117919922e-01,1
-1.748548626899719238e+00,1
-2.988116741180419922e+00,1
2.255387067794799805e+00,2
1.733261346817016602e+00,2
2.328630208969116211e+00,2
1.600398302078247070e+00,0
2.660363912582397461e+00,2
-3.700594902038574219e-01,0
-5.704889297485351562e-01,0
2.430728197097778320e+00,0
8.541703224182128906e-01,0
1.061223268508911133e+00,2
1.334865331649780273e+00,1
9.761984348297119141e-01,2
-2.725545406341552734e+00,1
-2.616882324218750000e-01,0
2.220448255538940430e+00,0
-1.243209123611450195e+00,1
-2.525795459747314453e+00,0
7.139227390289306641e-01,0
2.824985265731811523e+00,2
1.231502771377563477e+00,0
1.328793764114379883e+00,0
2.119254350662231445e+00,0
1.998058557510375977e+00,2
-2.153559207916259766e+00,1
-4.216611385345458984e-01,1
-2.078697681427001953e+00,1
6.446487903594970703e-01,2
6.772584915161132812e-01,2
-2.475732803344726562e+00,1
-3.664731979370117188e-01,1
-2.950735092163085938e+00,0
8.795034885406494141e-01,0
3.111289262771606445e+00,0
-3.087730407714843750e+00,1
-8.058581352233886719e-01,0
2.171252489089965820e+00,2
6.261937618255615234e-01,0
-2.438738107681274414e+00,0
3.928308486938476562e-01,0
-1.654110670089721680e+00,0
2.903848409652709961e+00,2
-1.529908418655395508e+00,2
2.977989435195922852e+00,2
2.646987199783325195e+00,2
1.283127069473266602e+00,2
1.797461509704589844e-01,0
2.164881944656372070e+00,2
-2.072967529296875000e+00,1
1.763322114944458008e+00,0
